log_time,image,compliance_score
01/11/2023 13:22:42,../../dataset/valid/N239001014.JPG,0.4827586206896552
01/11/2023 13:22:42,../../dataset/valid/N230201570.JPG,2.0
01/11/2023 13:22:42,../../dataset/valid/N230101709.JPG,0.42857142857142855
01/11/2023 13:22:42,../../dataset/valid/N230701220.JPG,0.8823529411764706
01/11/2023 13:22:42,../../dataset/valid/N230301766.JPG,0.09090909090909091
01/11/2023 13:22:42,../../dataset/valid/N230601354.JPG,0.09090909090909091
01/11/2023 13:22:42,../../dataset/valid/N230601432.JPG,0.5833333333333334
01/11/2023 13:22:42,../../dataset/valid/N230101669.JPG,0.8
01/11/2023 13:22:42,../../dataset/valid/N230101899.JPG,0.42857142857142855
01/11/2023 13:22:42,../../dataset/valid/N230601368.JPG,1.2
01/11/2023 13:22:42,../../dataset/valid/N231601055.JPG,0.0
01/11/2023 13:22:42,../../dataset/valid/N230101696.JPG,0.4230769230769231
01/11/2023 13:22:42,../../dataset/valid/N230601630.JPG,0.16666666666666666
01/11/2023 13:22:42,../../dataset/valid/N230501688.JPG,0.25925925925925924
01/11/2023 13:22:42,../../dataset/valid/N231701531.JPG,0.041666666666666664
01/11/2023 13:22:42,../../dataset/valid/N239001148.JPG,0.3
01/11/2023 13:22:42,../../dataset/valid/N230201404.JPG,0.5
01/11/2023 13:22:42,../../dataset/valid/N230201439.JPG,0.15151515151515152
01/11/2023 13:22:43,../../dataset/valid/N230201405.JPG,0.17647058823529413
01/11/2023 13:22:43,../../dataset/valid/N231701524.JPG,0.05555555555555555
01/11/2023 13:22:43,../../dataset/valid/N238100624.JPG,0.625
01/11/2023 13:22:43,../../dataset/valid/N230101683.JPG,0.15384615384615385
01/11/2023 13:22:43,../../dataset/valid/N231501013.JPG,0.3235294117647059
01/11/2023 13:22:43,../../dataset/valid/N231501007.JPG,0.0
01/11/2023 13:22:43,../../dataset/valid/N231701726.JPG,0.2777777777777778
01/11/2023 13:22:43,../../dataset/valid/N230601427.JPG,0.14285714285714285
01/11/2023 13:22:43,../../dataset/valid/N230501500.JPG,0.21428571428571427
01/11/2023 13:22:43,../../dataset/valid/N230501528.JPG,0.16666666666666666
01/11/2023 13:22:43,../../dataset/valid/N230301767.JPG,1.4
01/11/2023 13:22:43,../../dataset/valid/N231701652.JPG,0.0
01/11/2023 13:22:43,../../dataset/valid/N231401198.JPG,0.3888888888888889
01/11/2023 13:22:43,../../dataset/valid/N230701209.JPG,0.0
01/11/2023 13:22:43,../../dataset/valid/N239001203.JPG,0.0
01/11/2023 13:22:43,../../dataset/valid/N230501716.JPG,0.0625
01/11/2023 13:22:43,../../dataset/valid/N231600941.JPG,0.0
01/11/2023 13:22:43,../../dataset/valid/N231301102.JPG,0.1875
01/11/2023 13:22:43,../../dataset/valid/N230201565.JPG,0.0
01/11/2023 13:22:43,../../dataset/valid/N231600982.JPG,0.13636363636363635
01/11/2023 13:22:43,../../dataset/valid/N231600996.JPG,0.2
01/11/2023 13:22:44,../../dataset/valid/N231701444.JPG,0.0625
01/11/2023 13:22:44,../../dataset/valid/N239001015.JPG,0.19230769230769232
01/11/2023 13:22:44,../../dataset/valid/N239001017.JPG,0.14285714285714285
01/11/2023 13:22:44,../../dataset/valid/N230201598.JPG,0.5
01/11/2023 13:22:44,../../dataset/valid/N237100672.JPG,0.4166666666666667
01/11/2023 13:22:44,../../dataset/valid/N231200791.JPG,0.0
01/11/2023 13:22:44,../../dataset/valid/N230601545.JPG,0.0
01/11/2023 13:22:44,../../dataset/valid/N231200975.JPG,1.0
01/11/2023 13:22:44,../../dataset/valid/N230501516.JPG,0.38095238095238093
01/11/2023 13:22:44,../../dataset/valid/N231200801.JPG,0.0
01/11/2023 13:22:44,../../dataset/valid/N230601380.JPG,0.14285714285714285
01/11/2023 13:22:44,../../dataset/valid/N231501011.JPG,0.36363636363636365
01/11/2023 13:22:44,../../dataset/valid/N230301639.JPG,0.35714285714285715
01/11/2023 13:22:44,../../dataset/valid/N231704338.JPG,0.36363636363636365
01/11/2023 13:22:44,../../dataset/valid/N230201407.JPG,0.0
01/11/2023 13:22:44,../../dataset/valid/N230201604.JPG,0.24
01/11/2023 13:22:44,../../dataset/valid/N238100592.JPG,0.625
01/11/2023 13:22:44,../../dataset/valid/N230601587.JPG,0.23076923076923078
01/11/2023 13:22:44,../../dataset/valid/N230301770.JPG,0.8571428571428571
01/11/2023 13:22:44,../../dataset/valid/N239001214.JPG,0.35714285714285715
01/11/2023 13:22:44,../../dataset/valid/N238100551.JPG,0.0
01/11/2023 13:22:44,../../dataset/valid/N239001016.JPG,0.5555555555555556
01/11/2023 13:22:44,../../dataset/valid/N231701443.JPG,0.3333333333333333
01/11/2023 13:22:45,../../dataset/valid/N239001012.JPG,0.3333333333333333
01/11/2023 13:22:45,../../dataset/valid/N231707783.JPG,0.3
01/11/2023 13:22:45,../../dataset/valid/N231301105.JPG,0.5
01/11/2023 13:22:45,../../dataset/valid/N237100677.JPG,0.3333333333333333
01/11/2023 13:22:45,../../dataset/valid/N230601568.JPG,0.0
01/11/2023 13:22:45,../../dataset/valid/N238100555.JPG,0.7857142857142857
01/11/2023 13:22:45,../../dataset/valid/N230501513.JPG,0.41935483870967744
01/11/2023 13:22:45,../../dataset/valid/N230301748.JPG,0.1
01/11/2023 13:22:45,../../dataset/valid/N237000313.JPG,0.6666666666666666
01/11/2023 13:22:45,../../dataset/valid/N230601583.JPG,0.6
01/11/2023 13:22:45,../../dataset/valid/N230501473.JPG,0.0
01/11/2023 13:22:45,../../dataset/valid/N230601385.JPG,0.46153846153846156
01/11/2023 13:22:45,../../dataset/valid/N231100857.JPG,0.1111111111111111
01/11/2023 13:22:45,../../dataset/valid/N237000273.JPG,0.3
01/11/2023 13:22:45,../../dataset/valid/N238000179.JPG,0.0
01/11/2023 13:22:45,../../dataset/valid/N231301059.JPG,0.16666666666666666
01/11/2023 13:22:45,../../dataset/valid/N231301058.JPG,0.3
01/11/2023 13:22:45,../../dataset/valid/N239001198.JPG,0.3333333333333333
01/11/2023 13:22:45,../../dataset/valid/N236000371.JPG,0.06666666666666667
01/11/2023 13:22:45,../../dataset/valid/N230601390.JPG,0.15
01/11/2023 13:22:45,../../dataset/valid/N231501029.JPG,0.3333333333333333
01/11/2023 13:22:45,../../dataset/valid/N230101691.JPG,1.3333333333333333
01/11/2023 13:22:45,../../dataset/valid/N230601353.JPG,0.16666666666666666
01/11/2023 13:22:46,../../dataset/valid/N230301826.JPG,0.0
01/11/2023 13:22:46,../../dataset/valid/N231601052.JPG,0.8333333333333334
01/11/2023 13:22:46,../../dataset/valid/N231703080.JPG,0.45161290322580644
01/11/2023 13:22:46,../../dataset/valid/N238100554.JPG,0.0
01/11/2023 13:22:46,../../dataset/valid/N230701233.JPG,0.05263157894736842
01/11/2023 13:22:46,../../dataset/valid/N231300959.JPG,5.5
01/11/2023 13:22:46,../../dataset/valid/N230101726.JPG,0.0
01/11/2023 13:22:46,../../dataset/valid/N231701495.JPG,1.0294117647058822
01/11/2023 13:22:46,../../dataset/valid/N230102011.JPG,1.0
01/11/2023 13:22:46,../../dataset/valid/N231600984.JPG,0.1875
01/11/2023 13:22:46,../../dataset/valid/N230102007.JPG,0.9166666666666666
01/11/2023 13:22:46,../../dataset/valid/N230201561.JPG,0.46153846153846156
01/11/2023 13:22:46,../../dataset/valid/N239001213.JPG,0.12
01/11/2023 13:22:46,../../dataset/valid/N231601044.JPG,0.7777777777777778
01/11/2023 13:22:46,../../dataset/valid/N230101888.JPG,0.875
01/11/2023 13:22:46,../../dataset/valid/N230601437.JPG,0.8
01/11/2023 13:22:46,../../dataset/valid/N230701437.JPG,0.5
01/11/2023 13:22:46,../../dataset/valid/N230601609.JPG,0.5
01/11/2023 13:22:46,../../dataset/valid/N239001165.JPG,0.0
01/11/2023 13:22:46,../../dataset/valid/N230601621.JPG,1.0
01/11/2023 13:22:46,../../dataset/valid/N230501666.JPG,0.0
01/11/2023 13:22:46,../../dataset/valid/N230201428.JPG,0.36363636363636365
01/11/2023 13:22:46,../../dataset/valid/N239001170.JPG,0.0
01/11/2023 13:22:46,../../dataset/valid/N230601608.JPG,0.17647058823529413
01/11/2023 13:22:47,../../dataset/valid/N230701387.JPG,1.3333333333333333
01/11/2023 13:22:47,../../dataset/valid/N230601393.JPG,2.0
01/11/2023 13:22:47,../../dataset/valid/N231601086.JPG,0.6153846153846154
01/11/2023 13:22:47,../../dataset/valid/N231100869.JPG,0.15789473684210525
01/11/2023 13:22:47,../../dataset/valid/N231100882.JPG,0.5454545454545454
01/11/2023 13:22:47,../../dataset/valid/N230601436.JPG,0.5
01/11/2023 13:22:47,../../dataset/valid/N231100896.JPG,0.375
01/11/2023 13:22:47,../../dataset/valid/N231601079.JPG,0.2857142857142857
01/11/2023 13:22:47,../../dataset/valid/N231401176.JPG,0.15384615384615385
01/11/2023 13:22:47,../../dataset/valid/N237000311.JPG,0.0
01/11/2023 13:22:47,../../dataset/valid/N230301762.JPG,0.8571428571428571
01/11/2023 13:22:47,../../dataset/valid/N230501511.JPG,0.07142857142857142
01/11/2023 13:22:47,../../dataset/valid/N230101719.JPG,0.42857142857142855
01/11/2023 13:22:47,../../dataset/valid/N239001206.JPG,0.8181818181818182
01/11/2023 13:22:47,../../dataset/valid/N230601542.JPG,0.5714285714285714
01/11/2023 13:22:47,../../dataset/valid/N231200966.JPG,0.5925925925925926
01/11/2023 13:22:47,../../dataset/valid/N230102012.JPG,0.0
01/11/2023 13:22:47,../../dataset/valid/N231100985.JPG,2.5
01/11/2023 13:22:47,../../dataset/valid/N230701243.JPG,2.25
01/11/2023 13:22:47,../../dataset/valid/N231200901.JPG,0.5333333333333333
01/11/2023 13:22:47,../../dataset/valid/N231300915.JPG,0.18181818181818182
01/11/2023 13:22:47,../../dataset/valid/N231300901.JPG,0.0
01/11/2023 13:22:48,../../dataset/valid/N230701280.JPG,1.1818181818181819
01/11/2023 13:22:48,../../dataset/valid/N230101959.JPG,0.5555555555555556
01/11/2023 13:22:48,../../dataset/valid/N230601445.JPG,0.25
01/11/2023 13:22:48,../../dataset/valid/N230501370.JPG,0.5
01/11/2023 13:22:48,../../dataset/valid/N230301659.JPG,0.0
01/11/2023 13:22:48,../../dataset/valid/N230501402.JPG,0.5
01/11/2023 13:22:48,../../dataset/valid/N238100646.JPG,0.2777777777777778
01/11/2023 13:22:48,../../dataset/valid/N236100467.JPG,0.3333333333333333
01/11/2023 13:22:48,../../dataset/valid/N236000315.JPG,0.3333333333333333
01/11/2023 13:22:48,../../dataset/valid/N236000328.JPG,2.6666666666666665
01/11/2023 13:22:48,../../dataset/valid/N236100499.JPG,0.3333333333333333
01/11/2023 13:22:48,../../dataset/valid/N230501403.JPG,0.36363636363636365
01/11/2023 13:22:48,../../dataset/valid/N230201658.JPG,0.22857142857142856
01/11/2023 13:22:48,../../dataset/valid/N230201664.JPG,0.25
01/11/2023 13:22:48,../../dataset/valid/N231501064.JPG,0.09090909090909091
01/11/2023 13:22:48,../../dataset/valid/N231300860.JPG,0.2
01/11/2023 13:22:48,../../dataset/valid/N230101780.JPG,0.6666666666666666
